Svid,time,A,P,X,Y,Z,x,y,z,lat_bot,long_bot,lat_top,long_top,x_bot_ECEF,y_bot_ECEF,z_bot_ECEF,x_top_ECEF,y_top_ECEF,z_top_ECEF
8,310020,1.77242430424728e+19,23057036.9587377,7844864.85763353,-19286508.7541518,16350857.5630836,4942897.90872202,-3978515.07445356,-527270.29013297,-0.0697878232423689,-0.685182987438586,0.109231624803411,-0.786703275308062,4956619.19450492,-4050895.41500868,-447465.929907195,5171644.18439831,-5185160.98185115,803140.756850063
31,310020,3.68295958451756e+18,22708481.6361013,21596625.7523156,-3062779.13920817,-15499729.5279737,4942897.90872202,-3978515.07445356,-527270.29013297,-0.0908161202323905,-0.671341601827815,-0.208229401615146,-0.574610904058935,5003737.00155355,-3975169.72474587,-581967.403358447,6050434.99562165,-3917615.10541263,-1522996.53495572
3,310020,1.43481967507102e+19,24073181.1989781,2403666.90544055,-15156443.0214864,-21744497.6150114,4942897.90872202,-3978515.07445356,-527270.29013297,-0.105763138633727,-0.689141524139383,-0.357102826923857,-0.822259554358113,4924928.4305433,-4057618.36677631,-677419.096182791,4697781.65691352,-5057539.31361158,-2575405.03207739
16,310020,7.059005890572e+18,23094128.2958609,20575723.3493391,-2582872.58800089,16631600.7408925,4942897.90872202,-3978515.07445356,-527270.29013297,-0.0688729016443397,-0.669226972370428,0.117769597633211,-0.556601644948358,5020940.81723382,-3971547.68399052,-441608.986798717,6211929.30987529,-3865220.5106001,865641.453775745
4,310020,9.74449725934439e+18,22973297.2138514,962225.793708016,-25762547.1727654,-6309444.21988686,4942897.90872202,-3978515.07445356,-527270.29013297,-0.0863185772645291,-0.691383792280651,-0.131834297587192,-0.882510442912542,4925033.25891543,-4076278.49067269,-553219.805539244,4639175.65011756,-5640620.17611632,-968445.768757522
1,310020,1.54223933039358e+19,21230711.6261743,11789683.2702122,-20274950.4378375,-12350920.4497995,4942897.90872202,-3978515.07445356,-527270.29013297,-0.087857237317497,-0.681696908711037,-0.165681427703855,-0.745027931810511,4963620.48247481,-4027838.08750209,-563055.910613925,5341151.53855988,-4926421.89411078,-1215010.79102628
10,310020,2.20210292553755e+19,24997440.1475225,23604769.4329123,11771420.0334801,4148861.33080096,4942897.90872202,-3978515.07445356,-527270.29013297,-0.0745666004645453,-0.638281593278022,-0.000754884174031371,-0.306255215346717,5139321.6788615,-3812740.6166591,-478052.107408816,7024972.77162051,-2221320.25409462,-5561.83817352774
26,310020,2.14072026412822e+19,22948037.834839,25640894.7465384,3786911.96584319,6278584.75840096,4942897.90872202,-3978515.07445356,-527270.29013297,-0.0773364041259782,-0.663955104139678,7.37086827246622e-05,-0.476060560717692,5038684.11425251,-3942578.22528201,-495774.148955747,6548086.14678791,-3376284.2283328,543.032068723813
22,310020,-6.29172264439299e+18,22479077.6549936,11993700.9279701,-12192934.2584051,-20077517.3197103,4942897.90872202,-3978515.07445356,-527270.29013297,-0.0946574046363688,-0.678973781290883,-0.2650124454679,-0.697676532723722,4971476.11754169,-4011809.63482213,-606511.057540893,5448657.8678289,-4567742.18790725,-1929625.75393132
11,310050,1.22765319960311e+18,21253005.2053671,11886777.5638036,-23832773.9468952,1791031.86650405,5056076.15760992,-4089618.9439684,-491872.584085854,-0.0739253389098491,-0.684925432242552,-0.0485688672250978,-0.761895737875522,5075554.23893803,-4145917.5223943,-485362.769659977,5435261.58869257,-5185599.6193831,-365144.147759753
27,310050,1.74940580729067e+19,23890183.6314813,13077211.0644491,-8546273.38090538,21282803.5762211,5056076.15760992,-4089618.9439684,-491872.584085854,-0.0531550960308498,-0.678537948153322,0.208163246918748,-0.659942698196681,5108652.40038907,-4118831.03781554,-349145.816173557,5809425.7499232,-4508190.48554476,1553217.4933961
8,310050,1.73406014265292e+19,23065444.1933104,7861721.76485621,-19225987.9042447,16414709.1609906,5056076.15760992,-4089618.9439684,-491872.584085854,-0.0626911244618052,-0.687348040547271,0.112685202755387,-0.786237879416144,5069379.44805588,-4161389.77349003,-411708.087606953,5277995.55395541,-5286867.04039637,845394.818982735
31,310050,3.52950295243188e+18,22723909.7779304,21553875.7565709,-3022598.20207383,-15565812.0287737,5056076.15760992,-4089618.9439684,-491872.584085854,-0.0835350205713561,-0.673708508152932,-0.202611534511737,-0.576868643304272,5117852.29298035,-4085623.47673055,-548317.064340014,6173833.10225813,-4017326.28232088,-1513160.32591098
3,310050,1.44249250738989e+19,24060769.6480635,2481128.26422022,-15128472.763481,-21754993.342092,5056076.15760992,-4089618.9439684,-491872.584085854,-0.0986758424604083,-0.691526447446542,-0.350103823353418,-0.822358520218837,5037242.12041776,-4170360.84322361,-647398.219461118,4803507.08036873,-5172387.69830011,-2577509.65771527
14,310050,1.38110984598056e+18,24670146.383538,15170536.6469308,4416589.80704695,-21027111.3499753,5056076.15760992,-4089618.9439684,-491872.584085854,-0.109393306457884,-0.65829619862754,-0.388401315177853,-0.464625655163992,5167177.23641245,-3996183.51360065,-717439.452705954,6214901.72557213,-3115052.65864769,-2844618.90715931
16,310050,8.82375736678794e+18,23087596.6848261,20631727.059583,-2552004.46259293,16568998.66894,5056076.15760992,-4089618.9439684,-491872.584085854,-0.0619017681666048,-0.671733227811304,0.119619576579596,-0.559944099682607,5133988.691499,-4081927.48753153,-406530.679722156,6324157.40883752,-3964435.084384,897126.893478798
4,310050,9.43758395229773e+18,22973607.3175097,973728.797068912,-25739614.2271207,-6400527.7488577,5056076.15760992,-4089618.9439684,-491872.584085854,-0.0790181009679237,-0.693577334338829,-0.12629658110252,-0.881847566369893,5037519.16018922,-4188032.64352541,-518731.371192581,4741602.3807546,-5757374.08195611,-947031.575151051
1,310050,1.51922083343697e+19,21218589.018918,11829211.985823,-20299459.4691498,-12270183.3049342,5056076.15760992,-4089618.9439684,-491872.584085854,-0.0804171416881773,-0.684011334847047,-0.158026014129262,-0.746134020701371,5076792.02188965,-4139197.28771238,-527896.944518914,5453817.49426256,-5041515.34778121,-1183534.63965934
10,310050,2.24813991945078e+19,25003694.3620352,23587687.2562586,11772850.2501577,4242211.97649626,5056076.15760992,-4089618.9439684,-491872.584085854,-0.0670255085444339,-0.640114616449365,0.00578594897735265,-0.310636321183283,5258643.68109321,-3916227.59208436,-440124.693398276,7151637.69717117,-2295884.97293176,43459.4751386131
26,310050,2.23279425481304e+19,22945749.9838643,25660676.255224,3802800.33303733,6188693.94113389,5056076.15760992,-4089618.9439684,-491872.584085854,-0.0701445841264123,-0.66647166542336,0.00410721031041345,-0.480048541114475,5152588.20762399,-4052650.81256154,-460580.777035498,6668376.79551646,-3472040.7053878,30878.724804441
22,310050,-6.06153766053506e+18,22467283.1622499,12068128.7364272,-12168349.4890937,-20047700.928321,5056076.15760992,-4089618.9439684,-491872.584085854,-0.0872653310125498,-0.681297588454222,-0.257595606986695,-0.698854255147022,5085072.97110473,-4123026.77145667,-572741.445358707,5566556.05198941,-4677753.36952223,-1915543.76673297
11,310080,9.97468230036938e+17,21254447.5981108,11894473.8272914,-23819948.4067049,1882063.06720585,5059549.73100091,-4091305.54870785,-492065.854948239,-0.0738719074026854,-0.684787284910765,-0.0478846600148794,-0.76168805327935,5079055.44882198,-4147607.75999205,-485290.492387663,5439227.89971809,-5187226.27673246,-360183.641076811
27,310080,1.78009713799533e+19,23900844.3878231,13093329.5324049,-8465687.09066439,21305919.5020475,5059549.73100091,-4091305.54870785,-492065.854948239,-0.0530130802505782,-0.678325172696636,0.209038501476299,-0.658857940953445,5112493.74811882,-4120133.48984674,-348413.310516395,5815996.16031929,-4503189.54101133,1560393.70919769
8,310080,1.7110416456963e+19,23073841.2460541,7878729.57425841,-19165261.5061075,16478243.3993116,5059549.73100091,-4091305.54870785,-492065.854948239,-0.0625993338946358,-0.687192600491578,0.113623779608369,-0.785676256568348,5072959.9901351,-4163009.25929219,-411341.581457394,5282967.96389344,-5285907.09594744,852820.500668404
31,310080,1.91820812259339e+18,22739392.3471361,21511001.690928,-2982187.82767192,-15631603.0557558,5059549.73100091,-4091305.54870785,-492065.854948239,-0.0835899076077538,-0.673550302542371,-0.203539539932761,-0.576450085857093,5121407.55222327,-4087135.24168149,-548990.847820478,6177364.94291489,-4015945.10858395,-1520741.31931589
3,310080,1.39645551347665e+19,24048324.9535509,2558676.42136351,-15100626.1874495,-21765075.1064732,5059549.73100091,-4091305.54870785,-492065.854948239,-0.0985359064637578,-0.691249572129431,-0.34945556519855,-0.820848993545223,5041352.76787272,-4171412.04628917,-646853.449939144,4814774.88268221,-5168851.05213469,-2574177.56878765
14,310080,1.99493646007388e+18,24682799.9362215,15176220.9603035,4498838.41922198,-21006457.7213463,5059549.73100091,-4091305.54870785,-492065.854948239,-0.109670561465099,-0.657842635418334,-0.388940883415033,-0.462746034259913,5171788.75242338,-3996002.52551125,-719661.989682017,6222199.44907859,-3104090.65991792,-2849664.6519635
16,310080,8.28665909017511e+18,23081064.621228,20687570.1957584,-2521344.50277531,16506080.1893924,5059549.73100091,-4091305.54870785,-492065.854948239,-0.0619771143637732,-0.671582489428268,0.118582074761896,-0.559438790193339,5137521.64018946,-4083472.63983887,-407258.063537172,6330048.24366566,-3963673.69806516,889818.646425053
4,310080,9.66776893615566e+18,22973951.544766,985318.803572424,-25716361.1266171,-6491488.43647873,5059549.73100091,-4091305.54870785,-492065.854948239,-0.0790671172467305,-0.693425685075411,-0.127217450200027,-0.881460086772304,5041021.06495967,-4189651.33225903,-519349.850242935,4745599.42110661,-5757679.65000385,-954366.743682385
1,310080,1.52689366575584e+19,21206560.1480034,11868462.4680326,-20323846.9483513,-12189209.7495108,5059549.73100091,-4091305.54870785,-492065.854948239,-0.0803512517020312,-0.683865506923564,-0.157188960873524,-0.745834546519201,5080331.71032964,-4140850.07260599,-527767.561228,5458777.15552817,-5043069.2071355,-1177905.25570208
10,310080,2.25581275176965e+19,25009998.3311207,23570279.553185,11774190.4059744,4335482.65008171,5059549.73100091,-4091305.54870785,-492065.854948239,-0.0668266794800723,-0.639852996461868,0.00726059924034878,-0.31034602760933,5262748.45740778,-3917144.47549392,-439072.174131081,7155532.66429393,-2294844.30332839,54560.8514747893
26,310080,2.24813991945078e+19,22943505.2020352,25680164.4467165,3818549.06176821,6098686.06358234,5059549.73100091,-4091305.54870785,-492065.854948239,-0.0702026224355264,-0.666342948482918,0.0031075743537425,-0.479890661799129,5156041.07837149,-4054292.46547089,-461225.332414272,6672218.92034147,-3472702.32090221,23374.7708591511
22,310080,-5.90808101415761e+18,22455491.7004208,12142485.6393736,-12143910.5540051,-20017492.5427502,5059549.73100091,-4091305.54870785,-492065.854948239,-0.0871899909870685,-0.681119352317355,-0.256830607433942,-0.698038798675508,5088755.1803391,-4124509.28661613,-572576.093543385,5574247.72578754,-4676466.8014217,-1910926.35200361
11,310110,7.67283246179002e+17,21255964.9708544,11902059.381769,-23806820.8981319,1973058.74965027,5063000.62696725,-4092969.42929664,-492254.969064111,-0.0738182018193825,-0.684648789872539,-0.0471999801780928,-0.761480082709996,5082534.03534932,-4149275.23471964,-485213.652212758,5443171.15900132,-5188825.69695712,-355212.773394056
27,310110,1.66500465035389e+19,23911467.2115414,13109608.2065805,-8385047.1993519,21328620.1391306,5063000.62696725,-4092969.42929664,-492254.969064111,-0.0528703007412809,-0.678111141852958,0.209909858138363,-0.657766859299596,5116316.28038326,-4121408.11337049,-347673.019094277,5822564.85498154,-4498122.62034439,1567539.29729785
8,310110,1.65733181803502e+19,23082226.502456,7895888.94316263,-19104331.1258355,16541459.0680148,5063000.62696725,-4092969.42929664,-492254.969064111,-0.0625070867464451,-0.687036510065233,0.114562007414402,-0.785110326880777,5076519.28684265,-4164604.26639274,-410969.38319557,5287935.95210289,-5284892.70584657,860245.933740125
31,310110,9.2073989255645e+17,22754926.4690253,21468005.1263915,-2941548.03548375,-15697101.3550206,5063000.62696725,-4092969.42929664,-492254.969064111,-0.0836450942444719,-0.673391323246787,-0.204471345144423,-0.576027029674239,5124941.4576992,-4088621.97558776,-549664.329502315,6180876.26086982,-4014508.86437923,-1528349.00321624
3,310110,1.58827632430682e+19,24035844.860687,2636309.72861882,-15072904.0585795,-21774742.7054804,5063000.62696725,-4092969.42929664,-492254.969064111,-0.0983961260338285,-0.690973754624207,-0.348801506912175,-0.81934605471228,5045435.33976878,-4172446.26143665,-646305.495088,4826000.11604856,-5165314.5387479,-2570789.35124858
14,310110,4.75715613774323e+18,24695413.5632976,15182038.4463283,4580994.75023137,-20985389.9837931,5063000.62696725,-4092969.42929664,-492254.969064111,-0.109950925198732,-0.657383510751574,-0.389471714656746,-0.460859083334771,5176395.69999307,-3995768.01359692,-721903.339097566,6229491.53532566,-3093062.07293845,-2854639.22981907
16,310110,7.059005890572e+18,23074530.8158609,20743251.1074217,-2490892.44829094,16442846.5507685,5063000.62696725,-4092969.42929664,-492254.969064111,-0.0620519727873229,-0.671431749832918,0.117544920040341,-0.558938000296402,5141030.25774497,-4084997.0135842,-407980.823034178,6335890.33711022,-3962916.19408072,882500.905639029
4,310110,8.51684405974128e+18,22974329.1684843,996997.045526665,-25692788.5888355,-6582324.53708979,5063000.62696725,-4092969.42929664,-492254.969064111,-0.0791158486109548,-0.69327366937346,-0.128137242106798,-0.881071346213036,5044500.63727956,-4191246.8714345,-519964.296404606,4749580.8949719,-5757948.17231391,-961695.768515489
1,310110,1.50387516879922e+19,21194624.1807471,11907434.6544656,-20348111.2544533,-12108001.3134709,5063000.62696725,-4092969.42929664,-492254.969064111,-0.0802853828138511,-0.683719491893207,-0.156354614074283,-0.74553718944929,5083848.01801824,-4142480.79822166,-527635.251117836,5463699.31476694,-5044606.03988705,-1172284.06998293
10,310110,2.24046708713191e+19,25016350.9129498,23552546.1879156,11775441.9119244,4428671.59565212,5063000.62696725,-4092969.42929664,-492254.969064111,-0.0666260933328607,-0.639589141882327,0.00873769435232565,-0.310053985493919,5266837.63959109,-3918028.97160835,-438004.475617066,7159385.65967517,-2293774.31555355,65690.4257169596
26,310110,2.10235610253385e+19,22941302.6494118,25699358.4518141,3834159.21694195,6008562.83199921,5063000.62696725,-4092969.42929664,-492254.969064111,-0.0702602159902156,-0.666213900682255,0.00210959160242343,-0.47973386564822,5159470.80775934,-4055911.94366107,-461865.155421224,6676023.58569033,-3473352.31412244,15875.7995817678
22,310110,-6.21499432120427e+18,22443702.444079,12216769.8983243,-12119617.4974963,-19986892.7495869,5063000.62696725,-4092969.42929664,-492254.969064111,-0.0871145465828599,-0.680941158378813,-0.256064650265393,-0.697228117334811,5092413.17724621,-4125970.79975217,-572406.70336528,5581895.27553036,-4675177.85264689,-1906287.60504688
11,310140,6.90554922990278e+17,21257556.441769,11909535.3981348,-23793391.0354984,2064017.18940794,5066430.11625015,-4094611.65280629,-492438.85638399,-0.0737640406151891,-0.684509948639379,-0.0465146655662744,-0.761271800491155,5085991.27010394,-4150921.00921162,-485131.175444961,5447092.64746856,-5190398.85946804,-350230.459866123
27,310140,1.76475147192841e+19,23922049.1496522,13126047.0976848,-8304355.60605617,21350905.0769727,5066430.11625015,-4094611.65280629,-492438.85638399,-0.0527265955836191,-0.677895852558646,0.210777288178183,-0.656669471939407,5120121.26760345,-4122655.9135042,-346923.965553603,5829132.87705542,-4492990.79946091,1574654.25257723
8,310140,1.44249250738989e+19,23090599.4680635,7913200.51988777,-19043198.335277,16604354.9634242,5066430.11625015,-4094611.65280629,-492438.85638399,-0.062414209746764,-0.686879766335953,0.115499942799526,-0.784540040287668,5080058.61322022,-4166175.82533267,-410590.456360766,5292900.78020107,-5283824.64545969,867671.619282181
31,310140,1.99493646007388e+18,22770510.5962215,21424887.6355132,-2900678.85515483,-15762305.6778386,5066430.11625015,-4094611.65280629,-492438.85638399,-0.0837004104678958,-0.673231567160067,-0.205406845999477,-0.575599436999069,5128455.31557411,-4090084.70277653,-550336.523822124,6184368.49075206,-4013018.1841373,-1535982.85025602
3,310140,1.75707863960954e+19,24023330.3405668,2714026.53310887,-15045307.1330554,-21783995.9442565,5066430.11625015,-4094611.65280629,-492438.85638399,-0.0982563383177767,-0.690698993042992,-0.348141609034715,-0.81784974181201,5049491.11007037,-4173464.57572399,-645753.457532008,4837183.51571811,-5161779.60404549,-2567345.18513165
14,310140,4.52697116817705e+18,24707989.8360412,15187988.6347982,4663056.99960933,-20963908.5861645,5066430.11625015,-4094611.65280629,-492438.85638399,-0.110234281076945,-0.656918721404786,-0.389993608012981,-0.458964852800413,5180999.74231004,-3995480.3954189,-724162.916225114,6236779.40795453,-3081968.06777403,-2859541.71455461
16,310140,7.5193758439961e+18,23067993.5503735,20798768.1478946,-2460648.02851692,16379299.0072187,5066430.11625015,-4094611.65280629,-492438.85638399,-0.0621261659215691,-0.671281011781206,0.116508247446116,-0.558441735139521,5144515.81221858,-4086501.6575511,-408697.877094936,6341684.80898419,-3962163.45753865,875174.961845745
4,310140,9.74449725934439e+18,22974737.4138514,1008764.75080914,-25668897.3413632,-6673034.30742416,5066430.11625015,-4094611.65280629,-492438.85638399,-0.0791641161605682,-0.69312128773778,-0.129055814670751,-0.880681306458966,5047959.14717953,-4192820.33385424,-520573.652413857,4753548.06192989,-5758180.7790874,-969017.683734805
1,310140,1.51154799968892e+19,21182780.8498326,11946128.493694,-20372250.7679194,-12026559.5317079,5066430.11625015,-4094611.65280629,-492438.85638399,-0.0802193507141144,-0.683573290733767,-0.15552278860602,-0.745241921660922,5087342.22480081,-4144090.53072336,-527498.93756279,5468585.37994218,-5046126.95064036,-1166670.06350328
10,310140,2.31719541174981e+19,25022751.5238042,23534487.0352827,11776606.1807555,4521777.05890166,5066430.11625015,-4094611.65280629,-492438.85638399,-0.0664235386528776,-0.639323023291808,0.0102173994853984,-0.309760213895636,5270912.66035106,-3918881.90414811,-436920.31258027,7163197.89052838,-2292675.57269454,76849.3145664113
26,310140,2.16373876251401e+19,22939140.3020953,25718257.4100566,3849631.86920909,5918325.95468939,5066430.11625015,-4094611.65280629,-492438.85638399,-0.0703171871864644,-0.666084525785673,0.00111339090550487,-0.479578159534443,5162878.6749024,-4057510.29483054,-462499.180001358,6679792.13189558,-3473991.47430515,8382.90094903047
22,310140,-5.52443938392223e+18,22431914.585848,12290979.77576,-12095470.3542733,-19955902.1432461,5066430.11625015,-4094611.65280629,-492438.85638399,-0.0870388205257696,-0.680763007206651,-0.255297632698284,-0.696422194843559,5096048.24555395,-4127412.37793517,-572232.255211469,5589499.99036297,-4673887.6424539,-1901627.21705329
11,310170,8.4401158365949e+17,21259222.8799399,11916903.0503662,-23779658.4424655,2154936.66206175,5069836.06792521,-4096231.62422272,-492617.716902702,-0.0737094759465775,-0.684370892683218,-0.0458287401845658,-0.761063309067147,5089425.02812304,-4152544.47547541,-485043.256555794,5450990.35055926,-5191944.93445127,-345236.846723298
27,310170,1.64965898571615e+19,23932593.6733705,13142646.205893,-8223614.21046136,21372773.9133816,5069836.06792521,-4096231.62422272,-492617.716902702,-0.0525820189659626,-0.677679428188675,0.211640722083015,-0.655565891340155,5123906.61319585,-4123876.25145468,-346166.403444324,5835698.23651124,-4487793.68551959,1581737.55279373
8,310170,1.71104164426713e+19,23098957.8660541,7930664.94371477,-18981864.7119701,16666929.8882422,5069836.06792521,-4096231.62422272,-492617.716902702,-0.0623207572936854,-0.68672249796869,0.116437524138925,-0.783965491015978,5083575.85792543,-4167723.30776128,-410205.034834006,5297860.55890664,-5282702.06867849,875096.773554169
31,310170,1.91820812259339e+18,22786146.7471361,21381650.792328,-2859580.32650364,-15827214.7806737,5069836.06792521,-4096231.62422272,-492617.716902702,-0.0837559217072162,-0.673071158400855,-0.206346152401654,-0.57516735635948,5131947.01837836,-4091522.79269305,-551007.688499306,6187839.54328275,-4011472.17397057,-1543643.1913924
3,310170,1.69569597962938e+19,24010783.2678832,2791825.1773928,-15017836.1580278,-21792834.6357657,5069836.06792521,-4096231.62422272,-492617.716902702,-0.0981165949747189,-0.690425404839042,-0.347475977668123,-0.816360185247845,5053517.99990525,-4174466.31853889,-645197.49163794,4848322.89781121,-5158245.52989339,-2563845.11683429
14,310170,1.91820812259339e+18,24720528.2071361,15194071.045841,4745023.37068421,-20942013.9856238,5069836.06792521,-4096231.62422272,-492617.716902702,-0.11052071859776,-0.656448307153281,-0.390506555212739,-0.457063486846468,5185599.03426865,-3995138.56320214,-726441.089944067,6244060.96266422,-3070808.79095176,-2864371.26010805
16,310170,5.60116772140272e+18,23061456.5832374,20854119.6743288,-2430610.96248911,16315438.8184992,5069836.06792521,-4096231.62422272,-492617.716902702,-0.062199740226731,-0.671130399705286,0.115472102919243,-0.557950040758641,5147976.20229733,-4087985.96508694,-409409.392156329,6347429.74413674,-3961414.83573479,867841.032731239
4,310170,1.00514105520993e+19,22975178.3901932,1020623.14280426,-25644688.1217637,-6763616.00664213,5069836.06792521,-4096231.62422272,-492617.716902702,-0.0792119742724687,-0.692968667718096,-0.129973214870882,-0.880290046750465,5051394.49058099,-4194371.0736655,-521178.106816561,4757499.17894691,-5758376.33955036,-976332.48637162
1,310170,1.58827632573599e+19,21171031.340687,11984543.9452347,-20396263.8707391,-11944885.944039,5069836.06792521,-4096231.62422272,-492617.716902702,-0.0801532058420216,-0.68342703339811,-0.154693501547525,-0.744948832006468,5090812.21009362,-4145678.65796866,-527358.79501411,5473433.40882274,-5047631.13204946,-1161063.16474075
10,310170,2.30184974711207e+19,25029201.3856333,23516101.980736,11777684.6269018,4614797.28715617,5069836.06792521,-4096231.62422272,-492617.716902702,-0.0662190297324578,-0.639054709908653,0.0116997344900703,-0.309464667961515,5274971.61858927,-3919702.42493865,-435819.642198602,7166967.54296792,-2291547.16614464,88037.5122772377
26,310170,2.18675725947063e+19,22937020.8293516,25736860.4697606,3864968.09490981,5827977.14197888,5069836.06792521,-4096231.62422272,-492617.716902702,-0.070373589300862,-0.665954947317926,0.000118945280828619,-0.479423563508935,5166262.57839701,-4059086.91034621,-463127.602868976,6683522.74939127,-3474619.06377524,895.986105955206
22,310170,-5.52443939821399e+18,22420130.165848,12365113.5351968,-12071469.1493945,-19924521.3259565,5069836.06792521,-4096231.62422272,-492617.716902702,-0.0869628680298713,-0.680585027619827,-0.254529643923526,-0.695621122978452,5099658.26183543,-4128833.41092963,-572052.940590025,5597059.76179012,-4672595.47142861,-1896945.38580271
11,310200,8.44011569367726e+17,21260963.6599399,11924163.5154661,-23765622.7520564,2245815.44323852,5073215.86101259,-4097826.84587918,-492791.658026563,-0.0736545634185053,-0.684231576412321,-0.0451422255117028,-0.760854580244784,5092832.69625526,-4154143.12960192,-484949.997717717,5454861.79235098,-5193461.29888905,-340231.996144922
27,310200,1.75707863960954e+19,23943097.7005668,13159405.5208458,-8142824.91277098,21394226.2544757,5073215.86101259,-4097826.84587918,-492791.658026563,-0.0524366289370018,-0.677461814667085,0.212500109986377,-0.654456083688088,5127669.72089526,-4125066.59256164,-345400.531081183,5842258.40214194,-4482529.12508468,1588787.99583497
8,310200,1.77242430567646e+19,23107304.1787377,7948282.84485328,-18920331.8390775,16729182.6515715,5073215.86101259,-4097826.84587918,-492791.658026563,-0.0622267843455621,-0.686564657628916,0.117374724309423,-0.783386649280423,5087068.42224281,-4169244.19342532,-409813.259620642,5302812.9462373,-5281522.37759884,882520.682702379
31,310200,1.45783816916928e+18,22801833.6126234,21338296.1722893,-2818252.4995291,-15891827.4252068,5073215.86101259,-4097826.84587918,-492791.658026563,-0.0838116970799922,-0.672910042894089,-0.207289377311567,-0.574730686147957,5135413.95368965,-4092933.72009939,-551677.973707418,6191286.64565717,-4009868.18437519,-1551330.05276442
3,310200,1.6419861519681e+19,23998202.4842851,2869703.99952889,-14990491.8715837,-21801258.6007984,5073215.86101259,-4097826.84587918,-492791.658026563,-0.0979769576504094,-0.690152932560045,-0.346804776073095,-0.814877391933704,5057513.44198566,-4175448.9333947,-644637.664669603,4859415.63169061,-5154709.87025968,-2560289.09178079
14,310200,3.45277461495139e+18,24733025.368845,15200285.1899431,4826892.07064945,-20919706.6476368,5073215.86101259,-4097826.84587918,-492791.658026563,-0.110810309610747,-0.655972142983247,-0.391010527688037,-0.455154994112091,5190191.15218749,-3994739.60908771,-728737.937360161,6251333.35530849,-3059582.99213178,-2869126.32327925
16,310200,6.13826599801555e+18,23054917.1868355,20909304.0477737,-2400780.95892273,16251267.2499438,5073215.86101259,-4097826.84587918,-492791.658026563,-0.0622727474481537,-0.670979861073239,0.114436527174373,-0.557462818475814,5151408.81236207,-4089447.43898831,-410115.471322945,6353122.50612348,-3960667.95397622,860499.13005805
4,310200,1.02048671984767e+19,22975650.8083641,1032573.44034337,-25620161.6775464,-6854067.8963647,5073215.86101259,-4097826.84587918,-492791.658026563,-0.0792594828324917,-0.692815764149169,-0.130889510015643,-0.879897556820453,5054804.07257243,-4195896.56707799,-521777.759768858,4761432.02530481,-5758532.10227082,-983640.11703407
1,310200,1.54991216271245e+19,21159376.5952598,12022680.9795472,-20420148.9465008,-11862982.0951768,5073215.86101259,-4097826.84587918,-492791.658026563,-0.0800870036692007,-0.683280672392383,-0.153866788574505,-0.744657873141867,5094255.36441283,-4147242.67076329,-527214.905900091,5478240.9865199,-5049115.96592141,-1155463.2061672
10,310200,2.31719541174981e+19,25035700.0838042,23497390.9203503,11778678.6664183,4707730.52940379,5073215.86101259,-4097826.84587918,-492791.658026563,-0.0660125915133542,-0.638784129962007,0.0131847062414719,-0.30916722077353,5279011.89613593,-3920488.00299901,-434702.389807107,7170691.60490328,-2290387.15848252,99254.8845496866
26,310200,2.18675725947063e+19,22934944.3493517,25755166.7880557,3880168.97601995,5737518.10618322,5073215.86101259,-4097826.84587918,-492791.658026563,-0.0704294805136267,-0.665825113830706,-0.000873781206201575,-0.479269968381861,5169619.88490112,-4060639.30479516,-463750.542250756,6687212.70905565,-3475232.77070376,-6585.0928316947
22,310200,-5.29425442864782e+18,22408348.8931043,12439169.4412562,-12047613.8982743,-19892750.9077489,5073215.86101259,-4097826.84587918,-492791.658026563,-0.0868867496781557,-0.680407170283441,-0.253760797284986,-0.694824845536316,5103240.61120031,-4130231.39034086,-571868.850650608,5604571.97788159,-4671298.82504366,-1892242.10284028
11,310230,8.44011569367726e+17,21262778.4199399,11931317.9734043,-23751283.6066814,2336651.80863978,5076570.66110885,-4099398.81713004,-492960.917198762,-0.0735993168798443,-0.684092061980365,-0.0444551215498049,-0.760645637600978,5096215.4416675,-4155718.46636964,-484851.629061277,5458708.16180056,-5194949.35972849,-335216.060136292
27,310230,1.74173297497179e+19,23953562.6023959,13176325.0216476,-8061989.61363185,21415261.7146904,5076570.66110885,-4099398.81713004,-492960.917198762,-0.0522904461816483,-0.677243068379935,0.213355334232178,-0.653340114062593,5131411.78830017,-4126228.38951027,-344626.588722753,5848814.53189118,-4477198.72547362,1595804.97546048
8,310230,1.82613413190857e+19,23115636.9623358,7966054.84440876,-18858601.3053227,16791112.0689379,5076570.66110885,-4099398.81713004,-492960.917198762,-0.0621323095648867,-0.686406304792492,0.118311465755371,-0.782803528587437,5090537.48056339,-4170739.96432752,-409415.373592159,5307759.14451457,-5280286.96984746,889942.87020848
31,310230,1.91820812259339e+18,22817570.0871361,21294825.3522046,-2776695.43441805,-15956142.3783584,5076570.66110885,-4099398.81713004,-492960.917198762,-0.0838677609448787,-0.672748278861362,-0.208236562302125,-0.574289447988416,5138857.3158116,-4094318.9382872,-552347.692324818,6194711.03307026,-4008207.25055832,-1559044.03156621
3,310230,1.64198615339728e+19,23985587.9042851,2947661.33313751,-14963275.0027158,-21809267.667975,5076570.66110885,-4099398.81713004,-492960.917198762,-0.0978374428914199,-0.689881628006385,-0.346128043977498,-0.813401412226012,5061478.61640437,-4176413.88907443,-644074.283179307,4870462.42178777,-5151174.18557514,-2556677.95554585
