Svid,time,A,P,X,Y,Z,x,y,z,lat_bot,long_bot,lat_top,long_top,x_bot_ECEF,y_bot_ECEF,z_bot_ECEF,x_top_ECEF,y_top_ECEF,z_top_ECEF
11,309660,7.67283246179002e+17,21241196.3708544,11776124.8060329,-23972219.1727278,605178.540040824,5009380.96806498,-4065876.49702685,-488950.713941127,-0.0745843612321115,-0.686669688894558,-0.0574199558430903,-0.764556702886953,5028502.43469382,-4122127.84572425,-485858.923189384,5382084.62937496,-5162292.58372664,-428687.463451674
27,309660,1.70336881337743e+19,23748194.8569687,12882225.724723,-9588154.92588628,20944707.1181008,5009380.96806498,-4065876.49702685,-488950.713941127,-0.0549195607723698,-0.681173138264711,0.196462996561271,-0.673450710616193,5057514.20176022,-4099638.76801812,-357908.975756083,5724349.7800775,-4567379.69821025,1457537.16317571
8,309660,1.5652578273502e+19,22955396.0134307,7654100.93879455,-19996164.2629403,15560333.3679054,5009380.96806498,-4065876.49702685,-488950.713941127,-0.063831306980046,-0.689290678329481,0.100471039187003,-0.793138297464646,5021416.52376683,-4138371.83410413,-415913.850046425,5213393.00797795,-5294728.90465171,749080.994866577
31,309660,1.68802313873545e+18,22527581.6198798,22099378.7960128,-3527061.02030724,-14684467.9340048,5009380.96806498,-4065876.49702685,-488950.713941127,-0.0828329422715852,-0.675677453037228,-0.190860066252196,-0.581906301543793,5070207.12932754,-4063958.76260654,-539474.934501348,6126577.37231474,-4030653.39640358,-1416930.98370954
3,309660,1.77242430567646e+19,24219334.9987377,1481494.25235152,-15501442.6332934,-21586344.2221527,5009380.96806498,-4065876.49702685,-488950.713941127,-0.100496561967208,-0.695207488916942,-0.357960481554169,-0.842551652722914,4981755.1566251,-4155424.94890365,-654158.007116101,4653759.54935222,-5218615.39735753,-2615630.39929333
14,309660,4.60369953424107e+17,24502169.6345127,15108955.4964942,3339785.93651037,-21257735.5903222,5009380.96806498,-4065876.49702685,-488950.713941127,-0.106045084126866,-0.663704197859907,-0.380619288685998,-0.488354417191274,5107216.84413502,-3994136.89353914,-690140.601452835,6120069.63593577,-3251447.60006168,-2772973.06980469
16,309660,5.44771107502527e+18,23172124.3650666,19891759.6583717,-2969607.50306947,17357699.1570339,5009380.96806498,-4065876.49702685,-488950.713941127,-0.0608689734084408,-0.673674995846786,0.133116656361354,-0.566927736333692,5086362.53348474,-4060205.86432544,-396635.965529255,6243627.53893298,-3974959.15950324,991133.005409432
4,309660,1.10488787821362e+19,22972278.048304,830521.660311516,-26012523.0270012,-5207498.78634031,5009380.96806498,-4065876.49702685,-488950.713941127,-0.0783430027656119,-0.695496410490274,-0.114214172664836,-0.886762627659958,4990478.82906526,-4165147.26273978,-510294.014821314,4688628.09160005,-5750415.14377849,-851127.986612643
1,309660,1.47318383809455e+19,21383224.6244053,11293674.1327011,-19971952.6991647,-13300776.1438672,5009380.96806498,-4065876.49702685,-488950.713941127,-0.0812658942966412,-0.685870800619979,-0.169157319744743,-0.750213630744851,5029168.61389479,-4115960.69809515,-529291.90385685,5386373.41326239,-5020076.18247189,-1257527.42889294
10,309660,2.01795494559708e+19,24926088.2294719,23784428.3503361,11746721.7674967,3023056.95384577,5009380.96806498,-4065876.49702685,-488950.713941127,-0.0694534206493666,-0.643311036879257,-0.013172935476786,-0.314273976878342,5204321.01182237,-3901695.36156325,-452485.776490096,7097685.71185565,-2307078.06125608,-98318.2897697748
26,309660,2.20210292410837e+19,22978533.7275225,25380966.0598239,3584980.20618061,7347525.72587572,5009380.96806498,-4065876.49702685,-488950.713941127,-0.0693381495182068,-0.668097018760512,0.0172578315566727,-0.482209265312083,5106112.96735271,-4029547.33256411,-451740.15668796,6615472.26771942,-3462684.6329389,128875.369461111
22,309660,-4.6804278145545e+18,22620583.9657879,11095670.4182694,-12499297.2313541,-20404535.6845167,5009380.96806498,-4065876.49702685,-488950.713941127,-0.0882231591262663,-0.683599628906406,-0.267424057498775,-0.709880638084829,5035522.6789207,-4102099.56005485,-574491.743181173,5463078.15107441,-4694538.55156799,-1973540.77050368
11,309690,3.83641630235383e+17,21241641.7254272,11785365.3369195,-23963279.9211912,696514.606328139,5013044.95416021,-4067808.15618351,-489201.017454297,-0.0745361343431531,-0.686540016725085,-0.056741619109281,-0.764355276764088,5032193.80315241,-4124062.9348893,-485848.386724465,5386254.59205122,-5164209.59519283,-423858.49471717
27,309690,1.64198615339728e+19,23759334.7642851,12896267.2725186,-9508437.8572309,20973180.6749384,5013044.95416021,-4067808.15618351,-489201.017454297,-0.0547894461909546,-0.680979968046741,0.197382583216964,-0.672451755466516,5061498.38049098,-4101248.43476082,-357284.665457781,5730843.60952652,-4563199.06691088,1465033.95114244
8,309690,1.54223933039358e+19,22963909.4261743,7669201.52025062,-19938229.9665093,15627896.6161194,5013044.95416021,-4067808.15618351,-489201.017454297,-0.0637472770885599,-0.689147421464519,0.10141067676719,-0.792634321737027,5025170.33920663,-4140256.81292158,-415626.282767091,5218335.16281701,-5294408.36737086,756464.384344043
31,309690,1.45783816916928e+18,22542347.6126234,22058239.526595,-3489631.16307709,-14753948.4668081,5013044.95416021,-4067808.15618351,-489201.017454297,-0.0828865960937282,-0.675532728933599,-0.191744911580103,-0.581545042758056,5073937.29429185,-4065742.67374088,-540160.474085129,6130271.8287745,-4029911.55886178,-1424183.55122817
3,309690,1.73406014265292e+19,24207355.0733104,1557787.23503872,-15472051.1096543,-21601788.8542882,5013044.95416021,-4067808.15618351,-489201.017454297,-0.100356672618871,-0.694919740921836,-0.357395951752175,-0.840962649338767,4986130.12979079,-4156641.81813013,-653658.097013865,4665459.73537315,-5215029.75419814,-2613043.59562608
14,309690,7.67283260470766e+17,24515316.2508544,15112870.2154806,3423068.76567856,-21242502.4182361,5013044.95416021,-4067808.15618351,-489201.017454297,-0.10628688258274,-0.663319395597784,-0.381266678793305,-0.486577725377386,5111807.28452423,-3994557.73430676,-692139.618475216,6127331.62953091,-3241359.7647604,-2778857.18699282
16,309690,5.90808101415761e+18,23165658.7595792,19949560.2434952,-2936224.8917097,17298989.2737483,5013044.95416021,-4067808.15618351,-489201.017454297,-0.0609519552751622,-0.673527778477935,0.132079427143102,-0.566363067573037,5090109.03333888,-4061969.8183516,-397423.887481729,6250054.40668952,-3974092.9108694,983977.907305967
4,309690,1.09721504589475e+19,22972163.5792186,841078.274312896,-25993484.2294195,-5299919.42505151,5013044.95416021,-4067808.15618351,-489201.017454297,-0.0783976312255626,-0.695353284225011,-0.115151295977203,-0.886393017892457,4994168.29830153,-4167013.99205527,-510967.796238004,4692747.23019896,-5751125.56533071,-858538.137047075
1,309690,1.49620233505117e+19,21370027.4516617,11336532.7969856,-19997793.490244,-13222993.4216106,5013044.95416021,-4067808.15618351,-489201.017454297,-0.0812011872168681,-0.68573120881366,-0.168284038989386,-0.749887824798824,5032908.82249169,-4117848.75704547,-529201.470046867,5391732.61354787,-5021789.40991195,-1251775.4321627
10,309690,2.24813991945078e+19,24931774.9820352,23771238.0528718,11749342.0432843,3117229.76484545,5013044.95416021,-4067808.15618351,-489201.017454297,-0.0692764197520893,-0.643078770099766,-0.0117276185869955,-0.314001867181294,5208537.02555604,-3902966.7218406,-451615.914226744,7102026.06791005,-2306352.35571506,-87575.6715254451
26,309690,2.25581275319883e+19,22975784.9911206,25404196.4462601,3602625.13436048,7259171.92989038,5013044.95416021,-4067808.15618351,-489201.017454297,-0.0694037697652218,-0.667976130624601,0.0162361773072726,-0.482035362230469,5109763.63828707,-4031425.99233996,-452449.172621912,6619711.13575101,-3463436.90373905,121311.281553183
22,309690,-4.83388446093195e+18,22608801.147617,11170813.2348594,-12472969.4266423,-20379466.1129833,5013044.95416021,-4067808.15618351,-489201.017454297,-0.0881511178267306,-0.683424570840254,-0.266677105989412,-0.709004927986283,5039415.9093793,-4103803.68595479,-574382.087319193,5471238.36865145,-4693227.84823853,-1969215.8643627
11,309720,9.97468215745174e+17,21242164.3581108,11794480.242377,-23954044.5534374,787837.55884995,5016701.96206641,-4069724.93794118,-489447.280444588,-0.0744874683587627,-0.686409427475321,-0.0560629051014183,-0.764153191215049,5035878.18274917,-4125983.21097748,-485833.486227653,5390415.98880315,-5166109.15782847,-419020.181645972
27,309720,1.70336881337743e+19,23770438.5369687,12910467.9305312,-9428642.58814611,21001245.0323485,5016701.96206641,-4069724.93794118,-489447.280444588,-0.0546583572949373,-0.680785068633808,0.198299129185674,-0.671445973939059,5065479.07367218,-4102838.72993279,-356652.122643596,5737350.64203269,-4558958.71382156,1472510.94185974
8,309720,1.5652578273502e+19,22972415.9734307,7684444.4266432,-19880071.8004812,15695157.5125155,5016701.96206641,-4069724.93794118,-489447.280444588,-0.0636626004325094,-0.689002977404563,0.102350397260888,-0.792125800625319,5028918.39718515,-4142125.50854181,-415332.864603885,5223286.17158059,-5294044.02125302,763853.527953867
31,309720,1.84147979940466e+18,22557170.7580507,22016957.4792552,-3451972.42407433,-14823152.9672408,5016701.96206641,-4069724.93794118,-489447.280444588,-0.0829402420942546,-0.675386736372754,-0.192632717769711,-0.581179452387004,5077661.56706074,-4067509.79775158,-540845.15713465,6133961.37731623,-4029126.14742805,-1431460.62946754
